vehicle_id,speed_kmph,signal_strength_dBm,tx_power_dBm,battery_percent,distance_to_rsu_m,task_type,task_size_MI,deadline_ms,cpu_usage_percent,wlan_delay_ms,fiveg_delay_ms,wan_delay_ms,compute_energy_J,network_energy_J,total_energy_J,failure_probability,processing_delay_ms,offload_location,dps_speed,handover_flag,timestamp_s
V104,53.28,-75.38,29.3,54.97,634.6,TRAFFIC,531.22,100,40.59,1.1083,0.7437,53.8596,26.561,0.226071,26.787071,0.1141,65.7172,CLOUD,N/A,0,14.542
V104,59.94,-83.99,26.17,54.54,849.75,TRAFFIC,352.24,100,45.79,2.0943,0.9733,73.5344,17.612,0.072914,17.684914,0.259,81.3969,CLOUD,N/A,0,15.017
V104,52.46,-74.31,23.68,52.25,607.77,TRAFFIC,693.08,100,48.55,1.3915,0.6985,61.0869,34.654,0.080864,34.734864,0.1231,76.5574,CLOUD,N/A,0,15.508
V104,56.41,-85.32,29.0,56.3,883.11,TRAFFIC,685.44,100,51.84,1.6934,0.469,63.4566,34.272,0.272232,34.544232,0.2643,78.7566,CLOUD,N/A,0,16.009
V104,53.06,-76.84,29.96,54.09,671.11,TRAFFIC,442.09,100,50.72,1.0446,0.6591,115.9964,22.1045,0.219018,22.323518,0.1356,125.8645,CLOUD,N/A,0,16.531
V104,57.08,-85.93,26.41,55.78,898.17,TRAFFIC,691.48,100,65.09,3.7536,0.3331,134.9093,34.574,0.151269,34.725269,0.2906,150.3441,CLOUD,N/A,0,17.007
V104,52.58,-77.9,28.09,53.65,697.58,INFOTAINMENT,2785.7,1000,22.03,1.718,0.5839,112.2034,139.285,0.897231,140.182231,0.1108,174.3842,CLOUD,N/A,0,17.584
V104,55.33,-73.43,20.71,52.87,585.82,TRAFFIC,658.77,100,64.59,1.1495,0.815,138.1073,32.9385,0.038789,32.977289,0.0645,152.812,CLOUD,N/A,0,18.05
V104,58.32,-81.41,26.44,55.62,785.3,SAFETY,286.53,10,76.81,1.077,0.4374,93.7367,14.3265,0.063116,14.389616,0.3318,100.1325,CLOUD,N/A,0,18.529
V104,53.72,-84.91,25.65,51.28,872.66,TRAFFIC,434.6,100,62.17,4.275,0.6753,95.3655,21.73,0.07981,21.80981,0.253,105.0664,CLOUD,N/A,0,19.032
V104,58.98,-70.23,22.13,52.69,505.67,TRAFFIC,524.66,100,66.05,4.0466,0.9545,147.8511,26.233,0.04284,26.27584,0.097,159.5623,CLOUD,N/A,0,19.543
V104,57.08,-88.66,28.48,52.15,966.62,TRAFFIC,322.55,100,46.78,2.0489,0.8572,126.9579,16.1275,0.113649,16.241149,0.2968,134.1577,CLOUD,N/A,0,20.085
V104,55.06,-85.41,29.22,49.53,885.16,TRAFFIC,691.88,100,54.39,1.006,0.3293,94.4438,34.594,0.289069,34.883069,0.2744,109.8875,CLOUD,N/A,0,20.557
V104,56.01,-68.55,20.12,54.5,463.79,TRAFFIC,660.76,100,57.41,3.6583,0.9919,102.0783,33.038,0.033964,33.071964,0.1168,116.8274,CLOUD,N/A,0,21.052
V104,54.36,-72.05,21.92,56.67,551.13,TRAFFIC,457.04,100,68.83,3.8558,0.462,56.6996,22.852,0.035557,22.887557,0.1083,66.9014,CLOUD,N/A,0,21.55
V104,51.14,-81.84,28.84,53.04,795.97,TRAFFIC,687.08,100,58.76,1.4959,0.7498,56.4035,34.354,0.263013,34.617013,0.3399,71.7401,CLOUD,N/A,0,22.053
V104,51.45,-67.44,23.78,51.09,436.0,TRAFFIC,416.11,100,63.22,1.0731,0.7461,143.5315,41.611,0.009936,41.620936,0.0456,149.3568,RSU,LOW,0,22.555
V104,54.08,-90.63,29.91,52.73,1015.79,TRAFFIC,612.38,100,41.73,4.2421,0.741,106.0054,30.619,0.29991,30.91891,0.2945,119.6746,CLOUD,N/A,0,23.054
V104,60.45,-88.81,25.45,51.8,970.16,TRAFFIC,325.7,100,69.17,1.2201,0.5278,134.3533,32.57,0.011424,32.581424,0.5359,116.8492,RSU,LOW,1,23.581
V104,60.64,-88.13,28.35,52.69,953.28,TRAFFIC,503.97,100,44.16,3.3837,0.6673,72.6014,25.1985,0.172335,25.370835,0.2629,83.8507,CLOUD,N/A,0,24.067
V104,58.51,-82.82,28.16,49.2,820.58,SAFETY,249.24,10,69.9,1.1108,0.3939,60.8869,12.462,0.081581,12.543581,0.332,66.4503,CLOUD,N/A,0,24.569
V105,71.55,-56.35,19.62,52.78,158.69,TRAFFIC,379.29,100,59.85,4.298,0.811,54.5011,18.9645,0.017376,18.981876,0.0933,62.9674,CLOUD,N/A,0,0.049
V105,70.97,-56.28,15.93,52.67,156.96,TRAFFIC,307.27,100,46.75,4.4325,0.5358,111.434,30.727,0.001204,30.728204,0.0609,110.2751,RSU,LOW,0,0.537
V105,65.87,-56.65,18.8,52.71,166.34,TRAFFIC,356.66,100,67.4,1.1113,0.3563,113.3333,17.833,0.013528,17.846528,0.1438,121.2945,CLOUD,N/A,0,1.048
V105,63.55,-57.53,16.54,52.61,188.13,SAFETY,178.82,10,80.62,4.3828,0.754,55.988,8.941,0.004031,8.945031,0.1386,59.9795,CLOUD,N/A,0,1.557
V105,69.01,-57.21,16.39,52.54,180.18,INFOTAINMENT,1111.11,1000,47.39,1.4815,0.6612,131.9271,55.5555,0.024195,55.579695,0.0924,156.7287,CLOUD,N/A,0,2.089
V105,70.33,-57.78,16.14,51.9,194.6,INFOTAINMENT,2952.62,1000,31.44,2.0076,0.6548,91.5303,147.631,0.060698,147.691698,0.0531,157.437,CLOUD,N/A,0,2.516
V105,70.07,-57.87,19.55,52.08,196.69,TRAFFIC,389.28,100,57.71,4.8127,0.5426,87.4991,19.464,0.017548,19.481548,0.0559,96.1884,CLOUD,N/A,0,3.06
V105,69.55,-56.94,18.05,52.09,173.62,INFOTAINMENT,2453.43,1000,43.0,1.4956,0.7199,68.7141,122.6715,0.078297,122.749797,0.0876,123.4782,CLOUD,N/A,0,3.592
V105,72.02,-56.99,15.52,51.99,174.82,INFOTAINMENT,2510.52,1000,32.88,1.7842,0.8682,80.2504,125.526,0.044744,125.570744,0.1112,136.2888,CLOUD,N/A,0,4.009
V105,68.2,-57.68,16.52,51.0,191.94,INFOTAINMENT,1516.97,1000,49.85,4.0702,0.9269,75.8614,75.8485,0.034037,75.882537,0.1102,109.7223,CLOUD,N/A,0,4.517
V105,66.13,-55.37,19.41,52.15,134.33,TRAFFIC,599.52,100,58.89,1.0738,0.5604,53.5563,29.976,0.026168,30.002168,0.0957,66.9384,CLOUD,N/A,0,5.051
V105,71.59,-57.63,18.54,50.82,190.73,TRAFFIC,471.52,100,63.96,4.7136,0.8421,69.8249,23.576,0.016845,23.592845,0.1008,80.3499,CLOUD,N/A,0,5.562
V105,69.92,-58.88,19.98,51.16,222.02,TRAFFIC,676.46,100,69.1,4.8769,0.691,103.8018,33.823,0.033668,33.856668,0.069,118.9014,CLOUD,N/A,0,6.06
V105,68.72,-54.51,18.52,51.46,112.81,SAFETY,142.03,10,83.62,4.1269,0.8991,133.4585,14.203,0.00101,14.20401,0.016,51.6241,RSU,LOW,0,6.578
V105,69.61,-55.28,17.56,52.6,131.93,INFOTAINMENT,2509.05,1000,25.35,3.4409,0.7267,117.8822,125.4525,0.071529,125.524029,0.0964,173.8878,CLOUD,N/A,0,7.027
V105,68.8,-54.39,18.78,50.35,109.72,SAFETY,211.72,10,72.28,4.2738,0.9128,122.4105,21.172,0.001599,21.173599,0.0596,76.5271,RSU,LOW,0,7.596
V105,68.69,-54.28,17.54,52.43,106.92,TRAFFIC,493.36,100,47.99,3.2071,0.5074,53.2282,24.668,0.014,24.682,0.1316,64.2407,CLOUD,N/A,0,8.028
V105,71.74,-60.79,16.01,49.67,269.63,INFOTAINMENT,2225.28,1000,32.74,3.334,0.3425,137.3501,111.264,0.044397,111.308397,0.0517,187.0215,CLOUD,N/A,0,8.543
V105,64.0,-63.4,17.76,51.01,335.08,TRAFFIC,464.13,100,66.37,1.238,0.6111,92.2227,23.2065,0.013855,23.220355,0.0754,102.5827,CLOUD,N/A,0,9.062
V105,71.56,-60.28,16.85,49.32,256.93,TRAFFIC,448.56,100,59.38,3.4721,0.5917,66.5384,22.428,0.010859,22.438859,0.1209,76.5509,CLOUD,N/A,0,9.56
V105,68.27,-56.03,17.25,49.69,150.76,TRAFFIC,522.36,100,60.18,4.6523,0.3292,72.458,26.118,0.013866,26.131866,0.0944,84.1178,CLOUD,N/A,0,10.039
V105,63.0,-63.08,16.64,49.31,327.1,TRAFFIC,649.0,100,48.41,2.7559,0.8657,50.6534,32.45,0.01497,32.46497,0.1448,65.14,CLOUD,N/A,0,10.595
V105,64.59,-58.13,17.16,52.45,203.17,INFOTAINMENT,2708.11,1000,24.47,3.7831,0.3407,117.3135,135.4055,0.07041,135.47591,0.1425,177.7624,CLOUD,N/A,0,11.084
V105,68.43,-53.18,15.15,51.15,79.54,TRAFFIC,636.91,100,46.71,4.3515,0.3544,70.0243,31.8455,0.010424,31.855924,0.0521,84.241,CLOUD,N/A,0,11.534
V105,64.01,-53.96,19.1,50.56,98.89,INFOTAINMENT,2294.12,1000,43.88,2.827,0.8457,93.3513,114.706,0.093237,114.799237,0.1211,144.5593,CLOUD,N/A,0,12.078
V105,71.7,-53.78,17.48,52.22,94.54,INFOTAINMENT,2122.6,1000,43.97,3.6281,0.5031,79.8104,106.13,0.059407,106.189407,0.1419,127.1899,CLOUD,N/A,0,12.501
V105,70.56,-57.09,19.68,51.05,177.16,TRAFFIC,384.47,100,45.13,3.3043,0.5869,60.5455,19.2235,0.017858,19.241358,0.1299,69.1274,CLOUD,N/A,0,13.014
V105,67.99,-66.24,24.05,49.2,406.07,INFOTAINMENT,2780.21,1000,43.47,1.7067,0.9908,101.4138,139.0105,0.353222,139.363722,0.1127,163.4721,CLOUD,N/A,0,13.553
V105,63.06,-54.22,19.27,48.88,105.44,INFOTAINMENT,2569.06,1000,43.89,3.0142,0.7392,104.9416,128.453,0.108579,128.561579,0.0593,162.2867,CLOUD,N/A,0,14.047
V105,71.25,-67.84,20.89,47.88,445.99,SAFETY,187.7,10,71.99,2.1347,0.3774,90.2342,18.77,0.002304,18.772304,0.0827,67.4131,RSU,LOW,0,14.506
V105,70.5,-51.69,18.42,49.65,42.2,INFOTAINMENT,1854.66,1000,46.19,3.5169,0.9035,124.4121,92.733,0.064452,92.797452,0.0606,165.8108,CLOUD,N/A,0,15.014
V105,68.05,-55.87,18.99,47.28,146.87,INFOTAINMENT,1472.83,1000,33.83,2.2458,0.9043,78.5161,73.6415,0.058361,73.699861,0.0727,111.3918,CLOUD,N/A,0,15.565
V105,68.36,-63.44,15.83,49.54,336.04,INFOTAINMENT,2125.11,1000,26.5,3.6433,0.8131,120.6288,106.2555,0.040677,106.296177,0.097,168.0643,CLOUD,N/A,0,16.027
V105,70.73,-65.34,21.58,52.08,383.55,TRAFFIC,527.06,100,51.24,4.4499,0.3426,76.5864,26.353,0.037917,26.390917,0.1036,88.3511,CLOUD,N/A,0,16.557
V105,66.7,-63.28,19.15,52.03,331.97,INFOTAINMENT,1971.7,1000,40.12,3.6759,0.8679,60.9101,98.585,0.081061,98.666061,0.0766,104.9213,CLOUD,N/A,0,17.03
V105,66.13,-66.46,23.85,52.23,411.5,TRAFFIC,500.16,100,64.94,2.2236,0.7743,141.968,25.008,0.060685,25.068685,0.131,153.1323,CLOUD,N/A,0,17.57
V105,66.28,-57.14,17.56,51.2,178.58,TRAFFIC,533.04,100,49.47,1.0123,0.8737,148.7367,26.652,0.015196,26.667196,0.102,160.6349,CLOUD,N/A,0,18.064
V105,63.53,-66.43,23.06,50.52,410.75,TRAFFIC,546.99,100,60.55,1.7805,0.5865,66.7904,27.3495,0.055329,27.404829,0.1448,79.0,CLOUD,N/A,0,18.555
V105,66.19,-65.08,22.96,46.74,376.88,TRAFFIC,472.6,100,49.02,3.9745,0.8684,132.7535,23.63,0.046716,23.676716,0.075,143.3026,CLOUD,N/A,0,19.079
V105,68.75,-70.58,22.98,47.7,514.55,TRAFFIC,482.79,100,56.16,1.6317,0.5776,57.9322,24.1395,0.047943,24.187443,0.0828,68.7088,CLOUD,N/A,0,19.502
V105,63.07,-62.01,16.53,51.76,300.27,INFOTAINMENT,2596.59,1000,23.45,4.6562,0.8788,121.813,129.8295,0.058395,129.887895,0.1283,179.7726,CLOUD,N/A,0,20.02
V105,70.08,-54.16,16.94,46.25,103.91,TRAFFIC,539.09,100,56.57,3.0595,0.7144,92.6073,26.9545,0.013324,26.967824,0.1466,104.6406,CLOUD,N/A,0,20.528
V105,67.78,-65.2,24.51,45.48,380.06,INFOTAINMENT,2624.52,1000,25.49,4.5821,0.3573,51.4369,131.226,0.370698,131.596698,0.1158,110.0199,CLOUD,N/A,0,21.04
V105,71.77,-50.4,18.79,49.17,10.0,TRAFFIC,657.16,100,49.09,3.9327,0.4801,125.1314,32.858,0.024868,32.882868,0.1116,139.8002,CLOUD,N/A,0,21.53
V105,69.14,-50.4,17.22,46.48,10.0,TRAFFIC,554.82,100,68.54,1.8351,0.9048,72.9315,27.741,0.014626,27.755626,0.1127,85.3159,CLOUD,N/A,0,22.087
V105,63.6,-59.8,15.17,44.16,244.93,SAFETY,266.14,10,68.31,2.7121,0.832,147.8632,26.614,0.000875,26.614875,0.0306,95.882,RSU,LOW,0,22.558
V105,64.07,-74.66,24.75,49.94,616.48,INFOTAINMENT,2476.07,1000,38.48,4.9554,0.7,119.6426,123.8035,0.369601,124.173101,0.0994,174.912,CLOUD,N/A,0,23.064
V105,65.92,-73.72,24.79,52.2,593.06,SAFETY,148.64,10,75.34,3.8638,0.934,94.3533,14.864,0.004479,14.868479,0.2528,54.0197,RSU,LOW,0,23.567
V105,71.07,-51.32,16.67,43.58,32.91,TRAFFIC,309.92,100,67.33,4.8158,0.9435,120.7302,30.992,0.00144,30.99344,0.0535,111.6292,RSU,LOW,0,24.029
V105,67.7,-74.23,20.62,43.7,605.73,INFOTAINMENT,1891.22,1000,45.17,3.1491,0.6975,70.1603,94.561,0.109072,94.670072,0.1379,112.375,CLOUD,N/A,0,24.588
V106,54.44,-76.36,28.51,48.61,658.99,TRAFFIC,635.9,100,42.69,1.0921,0.7099,78.4528,31.795,0.22561,32.02061,0.057,92.647,CLOUD,N/A,0,0.007
V106,48.7,-76.68,25.14,48.6,666.89,SAFETY,177.67,10,62.95,3.8396,0.8349,138.2589,17.767,0.005802,17.772802,0.1832,64.2885,RSU,LOW,0,0.541
V106,46.43,-77.01,26.89,48.22,675.13,INFOTAINMENT,1370.25,1000,41.22,3.488,0.8932,97.4847,68.5125,0.334788,68.847288,0.1454,128.0706,CLOUD,N/A,0,1.016
V106,51.54,-77.47,28.22,48.41,686.84,TRAFFIC,646.94,100,41.81,2.3774,0.3901,109.3317,32.347,0.214701,32.561701,0.119,123.7723,CLOUD,N/A,0,1.58
V106,54.13,-76.76,29.92,48.55,669.02,TRAFFIC,565.01,100,52.45,2.5152,0.6392,93.8524,28.2505,0.277349,28.527849,0.14,106.4642,CLOUD,N/A,0,2.03
V106,55.03,-76.63,28.74,47.7,665.75,TRAFFIC,658.47,100,42.59,2.4312,0.502,146.3212,32.9235,0.246324,33.169824,0.1267,161.0192,CLOUD,N/A,0,2.514
V106,55.76,-77.93,27.06,47.43,698.16,INFOTAINMENT,2576.49,1000,37.11,4.5956,0.5878,92.7231,128.8245,0.654634,129.479134,0.0551,150.234,CLOUD,N/A,0,3.047
V106,47.9,-75.46,29.11,47.48,636.5,SAFETY,122.87,10,67.31,3.3609,0.7963,92.4035,12.287,0.01001,12.29701,0.158,44.6784,RSU,LOW,0,3.588
V106,50.96,-75.89,25.47,48.27,647.18,TRAFFIC,650.25,100,42.18,2.4255,0.8266,136.266,32.5125,0.114565,32.627065,0.0512,150.7805,CLOUD,N/A,0,4.069
V106,50.87,-79.52,27.52,48.06,737.95,INFOTAINMENT,2984.45,1000,31.31,3.7354,0.7938,78.9658,149.2225,0.843013,150.065513,0.0619,145.583,CLOUD,N/A,0,4.52
V106,46.59,-79.13,25.64,47.03,728.13,TRAFFIC,555.6,100,59.49,2.0853,0.4726,95.0938,27.78,0.101796,27.881796,0.106,107.4956,CLOUD,N/A,0,5.096
V106,48.67,-77.24,25.37,48.26,681.02,INFOTAINMENT,2191.61,1000,47.3,3.8468,0.5194,114.0479,109.5805,0.37734,109.95784,0.1323,162.9678,CLOUD,N/A,0,5.591
V106,49.37,-81.03,26.9,46.36,775.66,TRAFFIC,473.37,100,53.43,4.9654,0.5871,98.4919,23.6685,0.115923,23.784423,0.3231,109.0582,CLOUD,N/A,0,6.04
V106,54.34,-75.81,26.63,47.15,645.17,TRAFFIC,436.37,100,60.58,4.3462,0.7173,133.6169,21.8185,0.100421,21.918921,0.0732,143.3573,CLOUD,N/A,0,6.542
V106,51.99,-76.96,27.17,46.83,674.06,INFOTAINMENT,2940.77,1000,47.03,1.2817,0.8858,110.7119,147.0385,0.766357,147.804857,0.0591,176.3541,CLOUD,N/A,0,7.004
V106,49.52,-78.35,26.22,48.08,708.63,INFOTAINMENT,2840.01,1000,25.39,2.3294,0.8055,87.534,142.0005,0.594689,142.595189,0.0818,150.9271,CLOUD,N/A,0,7.508
V106,54.6,-73.69,24.13,48.36,592.34,TRAFFIC,425.45,100,42.82,3.0608,0.9528,67.0899,21.2725,0.055058,21.327558,0.0697,76.5866,CLOUD,N/A,0,8.076
V106,51.26,-75.76,29.38,47.83,643.98,INFOTAINMENT,1773.13,1000,21.42,1.6012,0.3233,141.3365,88.6565,0.768618,89.425118,0.0817,180.9153,CLOUD,N/A,0,8.538
V106,52.93,-73.58,20.96,46.16,589.6,TRAFFIC,449.65,100,50.64,2.6048,0.4995,53.7801,22.4825,0.028044,22.510544,0.1416,63.8169,CLOUD,N/A,0,9.088
V106,51.44,-79.35,25.4,45.57,733.64,TRAFFIC,302.38,100,63.02,4.5594,0.5935,142.7049,30.238,0.010485,30.248485,0.2407,108.5864,RSU,LOW,1,9.599
V106,55.65,-83.38,27.21,46.9,834.58,SAFETY,116.09,10,66.45,2.255,0.4031,50.8363,11.609,0.006107,11.615107,0.4444,41.8638,RSU,LOW,1,10.011
V106,50.2,-74.46,23.42,45.9,611.46,TRAFFIC,519.13,100,50.68,3.1748,0.4238,60.1056,25.9565,0.057049,26.013549,0.1456,71.6933,CLOUD,N/A,0,10.553
V106,48.23,-75.28,25.51,47.2,631.95,TRAFFIC,337.87,100,67.55,3.3041,0.4251,138.3769,33.787,0.012016,33.799016,0.1465,121.093,RSU,LOW,0,11.015
V106,55.13,-76.65,25.46,44.92,666.24,INFOTAINMENT,1525.85,1000,26.72,3.1686,0.5038,72.1558,76.2925,0.268214,76.560714,0.0824,106.215,CLOUD,N/A,0,11.505
V106,50.64,-82.97,27.18,47.2,824.31,SAFETY,121.82,10,66.6,3.2578,0.3472,145.6737,12.182,0.006364,12.188364,0.6914,43.8543,RSU,LOW,1,12.069
V106,50.88,-78.46,25.43,46.07,711.38,TRAFFIC,543.84,100,58.04,2.9565,0.8522,58.5928,27.192,0.094938,27.286938,0.1038,70.7321,CLOUD,N/A,0,12.52
V106,48.54,-77.77,26.73,47.51,694.13,TRAFFIC,668.94,100,63.95,4.0842,0.3486,85.5813,33.447,0.157528,33.604528,0.1198,100.513,CLOUD,N/A,0,13.015
V106,47.44,-81.01,25.5,44.07,775.26,TRAFFIC,680.32,100,40.83,1.3494,0.4205,54.5874,34.016,0.120693,34.136693,0.3353,69.7731,CLOUD,N/A,0,13.569
V106,50.68,-75.31,27.74,44.97,632.75,TRAFFIC,398.85,100,61.13,1.4607,0.6944,107.1988,19.9425,0.118517,20.061017,0.0534,116.1017,CLOUD,N/A,0,14.014
V106,49.39,-74.98,23.71,46.31,624.51,TRAFFIC,552.93,100,51.89,4.6081,0.9379,137.7844,27.6465,0.064959,27.711459,0.111,150.1266,CLOUD,N/A,0,14.595
V106,54.18,-79.35,25.89,48.2,733.77,INFOTAINMENT,1006.27,1000,43.17,3.8119,0.9338,91.3004,50.3135,0.195292,50.508792,0.0676,113.7618,CLOUD,N/A,0,15.077
V106,49.44,-79.63,26.6,46.47,740.68,TRAFFIC,351.72,100,49.48,2.063,0.7844,65.3837,17.586,0.080384,17.666384,0.1024,73.2346,CLOUD,N/A,0,15.53
V106,55.93,-72.96,23.87,44.05,574.11,TRAFFIC,625.99,100,49.23,4.989,0.6497,137.5578,31.2995,0.076302,31.375802,0.1268,151.5308,CLOUD,N/A,0,16.08
V106,55.17,-88.53,29.13,42.98,963.28,SAFETY,228.58,10,61.01,4.9807,0.8418,127.346,22.858,0.018708,22.876708,0.6457,82.4775,RSU,LOW,1,16.522
V106,54.76,-75.17,27.64,48.36,629.23,TRAFFIC,690.86,100,53.75,1.6884,0.3316,142.2452,34.543,0.200613,34.743613,0.0834,157.6662,CLOUD,N/A,0,17.097
V106,55.62,-77.05,28.2,46.39,676.21,INFOTAINMENT,1473.87,1000,25.69,2.5037,0.3339,149.1495,73.6935,0.486888,74.180388,0.1231,182.0484,CLOUD,N/A,0,17.587
V106,53.17,-82.77,29.81,43.37,819.3,INFOTAINMENT,2956.44,1000,27.05,2.1632,0.3188,116.3331,147.822,1.414943,149.236943,0.2849,182.3251,CLOUD,N/A,0,18.089
V106,53.08,-72.0,20.05,47.91,549.9,INFOTAINMENT,2022.11,1000,46.22,4.9031,0.4531,121.2444,101.1055,0.102276,101.207776,0.0565,166.3808,CLOUD,N/A,0,18.577
V106,52.53,-83.58,29.1,46.48,839.59,TRAFFIC,589.81,100,51.11,4.3537,0.4033,138.4019,29.4905,0.239708,29.730208,0.318,151.5673,CLOUD,N/A,0,19.085
V106,55.77,-73.0,23.79,40.87,574.94,INFOTAINMENT,2101.62,1000,33.36,1.6826,0.352,69.6431,105.081,0.251492,105.332492,0.0687,116.5543,CLOUD,N/A,0,19.578
V106,49.16,-68.58,20.12,44.23,464.61,TRAFFIC,386.71,100,48.66,2.5729,0.951,132.0405,19.3355,0.019877,19.355377,0.1301,140.6724,CLOUD,N/A,0,20.084
V106,51.15,-80.07,26.38,44.56,751.73,TRAFFIC,404.95,100,53.45,3.7321,0.4859,142.0113,20.2475,0.087977,20.335477,0.274,151.0504,CLOUD,N/A,0,20.582
V106,56.1,-71.63,22.76,40.97,540.81,TRAFFIC,571.45,100,57.14,2.2294,0.6902,105.888,28.5725,0.053945,28.626445,0.0849,118.6436,CLOUD,N/A,0,21.039
V106,49.83,-78.95,29.4,43.87,723.68,TRAFFIC,675.75,100,60.36,3.3119,0.9681,146.5215,33.7875,0.294277,34.081777,0.1301,161.6052,CLOUD,N/A,0,21.568
V106,54.32,-78.7,26.1,47.79,717.44,INFOTAINMENT,2295.78,1000,31.83,1.852,0.3757,68.3837,114.789,0.467628,115.256628,0.1303,119.6288,CLOUD,N/A,0,22.028
V106,53.78,-75.12,26.61,45.13,627.99,INFOTAINMENT,2764.77,1000,31.5,3.6562,0.5338,119.8021,138.2385,0.633328,138.871828,0.0994,181.5157,CLOUD,N/A,0,22.565
V106,48.95,-69.35,24.52,41.86,483.85,INFOTAINMENT,2163.43,1000,23.36,4.0134,0.6222,72.574,108.1715,0.306276,108.477776,0.1325,120.8648,CLOUD,N/A,0,23.081
V106,53.83,-84.58,25.37,45.7,864.45,TRAFFIC,575.34,100,44.98,2.2813,0.4941,113.7128,28.767,0.099059,28.866059,0.2868,126.5552,CLOUD,N/A,0,23.588
V106,49.66,-69.13,22.56,42.67,478.27,TRAFFIC,538.54,100,50.23,1.0472,0.3984,123.06,26.927,0.04855,26.97555,0.1239,135.081,CLOUD,N/A,0,24.066
V106,51.77,-77.61,25.43,44.31,690.33,TRAFFIC,426.21,100,40.16,4.5968,0.6654,61.2975,21.3105,0.074404,21.384904,0.0941,70.8111,CLOUD,N/A,0,24.561
V107,43.12,-62.59,17.52,49.69,314.77,INFOTAINMENT,2874.66,1000,48.92,1.1755,0.7647,136.4884,143.733,0.0812,143.8142,0.1228,200.6549,CLOUD,N/A,0,0.014
V107,38.12,-62.87,18.89,49.69,321.71,TRAFFIC,352.53,100,65.28,2.0762,0.7214,147.7912,35.253,0.00273,35.25573,0.0389,126.625,RSU,LOW,0,0.579
V107,39.28,-62.68,19.17,49.66,316.95,INFOTAINMENT,2232.39,1000,42.19,1.5587,0.7209,130.3356,111.6195,0.092202,111.711702,0.134,180.1657,CLOUD,N/A,0,1.07
V107,35.92,-62.16,15.29,49.57,304.05,TRAFFIC,465.7,100,46.91,4.4478,0.5591,109.9812,23.285,0.007872,23.292872,0.1238,120.3763,CLOUD,N/A,0,1.597
V107,44.97,-63.3,19.54,49.45,332.44,TRAFFIC,678.98,100,53.72,4.8509,0.5597,115.8225,33.949,0.030537,33.979537,0.0864,130.9783,CLOUD,N/A,0,2.076
V107,41.33,-62.18,18.1,49.33,304.53,TRAFFIC,527.57,100,69.58,3.1315,0.8394,144.4906,26.3785,0.017031,26.395531,0.0541,156.2667,CLOUD,N/A,0,2.528
V107,45.46,-64.0,19.6,49.39,350.11,TRAFFIC,332.44,100,65.1,3.341,0.4366,102.2365,16.622,0.015159,16.637159,0.055,109.657,CLOUD,N/A,0,3.039
V107,41.02,-61.2,16.59,48.74,279.92,INFOTAINMENT,1796.88,1000,24.24,2.114,0.3882,62.0635,89.844,0.040972,89.884972,0.1382,102.1724,CLOUD,N/A,0,3.528
V107,39.42,-62.25,18.57,48.52,306.22,INFOTAINMENT,2119.27,1000,44.81,2.234,0.5544,94.275,105.9635,0.076235,106.039735,0.0802,141.5801,CLOUD,N/A,0,4.08
V107,37.85,-64.82,16.38,48.38,370.44,INFOTAINMENT,2483.13,1000,31.14,3.886,0.3776,55.2528,124.1565,0.053947,124.210447,0.0629,110.6798,CLOUD,N/A,0,4.551
V107,42.02,-61.27,15.51,49.38,281.76,SAFETY,117.64,10,88.66,3.0396,0.9506,140.8357,11.764,0.000418,11.764418,0.0363,42.9649,RSU,LOW,0,5.0
V107,42.0,-64.49,19.75,49.0,362.37,SAFETY,121.02,10,76.26,2.3007,0.4145,58.5044,12.102,0.001143,12.103143,0.0799,43.6359,RSU,LOW,0,5.504
V107,42.73,-61.12,17.82,47.43,278.04,INFOTAINMENT,2161.07,1000,46.66,4.7165,0.4759,68.2328,108.0535,0.065409,108.118909,0.1404,116.471,CLOUD,N/A,0,6.078
V107,43.5,-64.01,19.75,49.66,350.31,INFOTAINMENT,2666.95,1000,24.39,4.6834,0.3272,50.8628,133.3475,0.125888,133.473388,0.1392,110.3929,CLOUD,N/A,0,6.595
V107,36.69,-64.44,18.22,47.83,361.12,INFOTAINMENT,1423.96,1000,42.42,2.971,0.9656,78.3792,71.198,0.047257,71.245257,0.1091,110.164,CLOUD,N/A,0,7.045
V107,37.12,-65.6,22.9,47.59,389.89,TRAFFIC,462.1,100,63.32,3.9252,0.5874,116.6591,23.105,0.045051,23.150051,0.1127,126.9738,CLOUD,N/A,0,7.518
V107,39.87,-66.46,22.56,47.56,411.44,TRAFFIC,686.02,100,55.1,3.5658,0.8423,88.2144,34.301,0.061845,34.362845,0.087,103.5273,CLOUD,N/A,0,8.064
V107,40.63,-63.21,19.44,48.61,330.22,INFOTAINMENT,1852.23,1000,30.3,4.1335,0.5075,101.0138,92.6115,0.081408,92.692908,0.053,142.3582,CLOUD,N/A,0,8.535
V107,38.23,-69.65,20.99,49.29,491.23,TRAFFIC,650.55,100,45.33,3.6778,0.8385,96.7407,32.5275,0.040856,32.568356,0.0532,111.2619,CLOUD,N/A,0,9.019
V107,40.07,-62.58,16.39,46.17,314.41,TRAFFIC,678.19,100,67.27,1.3736,0.9517,67.3322,33.9095,0.014768,33.924268,0.1458,82.4704,CLOUD,N/A,0,9.574
